Name,Host_Id,Host_Identity_Verified,Host_Name,Neighbourhood_Group,Neighbourhood,Latitude,Longitude,Country,Country_Code,Instant_Bookable,Cancellation_Policy,Room_Type,Construction_Year,Price,Service_Fee,Minimum_Nights,Number_Of_Reviews
Madison Square Garden - Sunny Queen,78321520189,VERIFIED,Erin,Manhattan,Chelsea,40.75093,-73.99523,United States,US,True,flexible,Private room,2016,143,29.0,3.0,1.0
Manhattan West - Cozy Single Room,37139267475,VERIFIED,Erin,Manhattan,Chelsea,40.74975,-73.9961,United States,US,False,flexible,Private room,2017,231,46.0,3.0,0.0
Manhattan Chelsea Cozy Single,751750111,UNCONFIRMED,Erin,Manhattan,Chelsea,40.75074,-73.9967,United States,US,True,strict,Private room,2003,220,44.0,3.0,0.0
Good Day New York - Sunny Single,91255464608,VERIFIED,Erin,Manhattan,Chelsea,40.7494,-73.99519,United States,US,False,strict,Private room,2009,849,170.0,3.0,0.0
Sonder | Wall Street | Peaceful 1BR + Sofa Bed,35352716569,VERIFIED,Sonder (NYC),Manhattan,Financial District,40.70709,-74.01241,United States,US,False,flexible,Entire home/apt,2017,573,115.0,2.0,0.0
Contemporary 1BR in Hell's Kitchen by Sonder,85459115278,VERIFIED,Sonder (NYC),Manhattan,Hell's Kitchen,40.7618,-73.9979,United States,US,False,moderate,Entire home/apt,2004,815,163.0,29.0,0.0
Madison Square Sunny Twin Hotel Room,95320708020,UNCONFIRMED,Erin,Manhattan,Chelsea,40.75055,-73.99482,United States,US,False,moderate,Private room,2012,381,76.0,1.0,0.0
Midtown West - Comfort Twin Single Hotel,35343851365,VERIFIED,Erin,Manhattan,Chelsea,40.74942,-73.99536,United States,US,False,strict,Private room,2003,1182,236.0,3.0,0.0
Manhattan Midtown West - Modern Single Hotel Room,28961615919,VERIFIED,Erin,Manhattan,Chelsea,40.74899,-73.99605,United States,US,True,moderate,Private room,2019,1129,226.0,3.0,0.0
30ST & 8th Ave Hotel  - Twin Single Room,53080663792,VERIFIED,Erin,Manhattan,Chelsea,40.74882,-73.99663,United States,US,False,moderate,Private room,2016,1080,216.0,3.0,0.0
Time Square South  - Clean Triple Hotel Room,60907001904,UNCONFIRMED,Erin,Manhattan,Chelsea,40.75064,-73.99626,United States,US,True,moderate,Private room,2011,130,26.0,3.0,4.0
Midtown Boutique Hotel - Cozy Single,51938059292,UNCONFIRMED,Erin,Manhattan,Chelsea,40.74913,-73.99513,United States,US,True,flexible,Private room,2003,344,69.0,3.0,0.0
Midtown West Hotel - Bright Queen Room,31104109790,VERIFIED,Erin,Manhattan,Chelsea,40.75095,-73.99628,United States,US,True,moderate,Private room,2016,1017,203.0,3.0,0.0
Spacious and beautiful 4BR with backyard,36815870538,UNCONFIRMED,Andy,Brooklyn,Flatbush,40.63781,-73.96531,United States,US,True,flexible,Entire home/apt,2014,933,187.0,2.0,10.0
✴ COZY Astoria NYC ✴ 1BDR & 1 BATH APT,43901553568,VERIFIED,Ossama,Queens,Long Island City,40.75575,-73.93037,United States,US,False,moderate,Entire home/apt,2016,63,13.0,2.0,4.0
Private room in queens,86812959296,UNCONFIRMED,Cristina,Queens,Sunnyside,40.74628,-73.9243,United States,US,True,moderate,Private room,2006,137,27.0,7.0,0.0
Entire Magnificent Townhouse,76743993907,UNCONFIRMED,Luigi,Manhattan,Upper East Side,40.77052,-73.96683,United States,US,True,strict,Entire home/apt,2017,294,59.0,5.0,6.0
Sonder | 11th Ave | Stunning 1BR + Gym,13568602540,VERIFIED,Sonder (NYC),Manhattan,Hell's Kitchen,40.76241,-73.99606,United States,US,False,flexible,Entire home/apt,2011,952,190.0,29.0,0.0
Simple 1BR in Midtown East by Sonder,72974217276,VERIFIED,Sonder (NYC),Manhattan,Murray Hill,40.74461,-73.97349,United States,US,False,strict,Entire home/apt,2018,1056,211.0,29.0,0.0
Amazing 5 bed/2 bath Duplex 10 min from Manhattan!,73600115583,UNCONFIRMED,Jameson,Brooklyn,Williamsburg,40.71547,-73.94074,United States,US,True,moderate,Entire home/apt,2010,597,119.0,2.0,4.0
Verrazano bridge garden house,80707933700,UNCONFIRMED,Max,Brooklyn,Fort Hamilton,40.62065,-74.02929,United States,US,True,flexible,Private room,2016,1016,203.0,5.0,2.0
Hotel-like Cottage Private Room KING Bed 25min NYC,25740890839,VERIFIED,David,Queens,Maspeth,40.73763,-73.89533,United States,US,True,strict,Private room,2017,522,104.0,1.0,10.0
NYC Private Room in Manhattan,41183544574,VERIFIED,Claudio,Manhattan,Harlem,40.81672,-73.94746,United States,US,False,flexible,Private room,2007,490,98.0,3.0,5.0
Stunning 2Bedroom Apartment in LES Hot Spot,93347923310,UNCONFIRMED,Maxinne,Manhattan,Lower East Side,40.72138,-73.98543,United States,US,True,strict,Entire home/apt,2016,618,124.0,7.0,3.0
Cozy Room for Female Guests/ just 30sec to Subway!,4279202057,VERIFIED,Minami & Takuya,Brooklyn,Bushwick,40.70058,-73.91123,United States,US,False,flexible,Private room,2020,104,21.0,2.0,8.0
Sonder | 11th Ave | Modern 1BR + Gym,39558712387,UNCONFIRMED,Sonder (NYC),Manhattan,Hell's Kitchen,40.76218,-73.99646,United States,US,False,flexible,Entire home/apt,2019,359,72.0,29.0,0.0
2 bedroom 2 bathroom with garden heart of Bushwick,12660435740,VERIFIED,Eden,Brooklyn,Bushwick,40.69861,-73.91999,United States,US,True,flexible,Entire home/apt,2022,676,135.0,4.0,2.0
Lovely 1BR in Hell's Kitchen by Sonder,61565235479,UNCONFIRMED,Sonder (NYC),Manhattan,Hell's Kitchen,40.76182,-73.996,United States,US,True,flexible,Entire home/apt,2005,1122,224.0,29.0,0.0
Sonder | The Nash | Original 1BR + Rooftop,79018662318,VERIFIED,Sonder (NYC),Manhattan,Murray Hill,40.74787,-73.97457,United States,US,False,moderate,Entire home/apt,2011,939,188.0,29.0,0.0
"Comfy Sunnyside Room, Midtown in less than 30!",60140878594,VERIFIED,Kazuya,Queens,Sunnyside,40.74627,-73.92027,United States,US,True,flexible,Private room,2006,781,156.0,30.0,0.0
Sonder | The Nash | Relaxed 1BR + Fitness Center,38345522815,VERIFIED,Sonder (NYC),Manhattan,Murray Hill,40.74883,-73.9752,United States,US,True,flexible,Entire home/apt,2020,566,113.0,29.0,0.0
Delightful 1BR in Midtown East by Sonder,95117377593,VERIFIED,Sonder (NYC),Manhattan,Murray Hill,40.74421,-73.97221,United States,US,False,moderate,Entire home/apt,2013,138,28.0,29.0,0.0
Sonder | 11th Ave | Vibrant 1BR + Gym,13217101771,UNCONFIRMED,Sonder (NYC),Manhattan,Hell's Kitchen,40.76198,-73.99644,United States,US,False,strict,Entire home/apt,2014,1194,239.0,29.0,0.0
Sonder | 11th Ave | Polished 1BR + Gym,11861310530,UNCONFIRMED,Sonder (NYC),Manhattan,Hell's Kitchen,40.76229,-73.99628,United States,US,True,strict,Entire home/apt,2020,226,45.0,29.0,0.0
Beautiful and cozy place 2 min walk from subway,54573119601,VERIFIED,Joao,Brooklyn,Bushwick,40.68178,-73.90313,United States,US,False,flexible,Private room,2003,1015,203.0,1.0,6.0
Room with sofa bed or air mattress,35903081182,UNCONFIRMED,Noelle,Queens,Astoria,40.75593,-73.91276,United States,US,False,flexible,Private room,2009,1138,228.0,365.0,0.0
Sonder | The Biltmore | Modern 1BR + Rooftop,86677008030,VERIFIED,Sonder (NYC),Manhattan,Theater District,40.76089,-73.9862,United States,US,True,moderate,Entire home/apt,2003,422,84.0,29.0,0.0
Sonder | The Nash | Cozy 1BR + Fitness Center,80520432219,VERIFIED,Sonder (NYC),Manhattan,Murray Hill,40.74695,-73.97615,United States,US,True,moderate,Entire home/apt,2004,977,195.0,29.0,0.0
Nice sunny room in great part of Bed Stuy,95799318834,UNCONFIRMED,Marian,Brooklyn,Bedford-Stuyvesant,40.68569,-73.94465,United States,US,False,moderate,Private room,2011,543,109.0,2.0,2.0
Spacious + beautiful Garden apt in brick townhouse,42077405760,UNCONFIRMED,Andrew,Brooklyn,Crown Heights,40.67978,-73.96231,United States,US,False,flexible,Entire home/apt,2006,480,96.0,2.0,1.0
Big and bright with private entrance,21346109209,VERIFIED,Nawar,Queens,Ridgewood,40.70611,-73.91521,United States,US,True,flexible,Private room,2014,719,144.0,30.0,0.0
Brilliant like studio apartment close to Manhattan,82532484184,UNCONFIRMED,Mila,Brooklyn,Bedford-Stuyvesant,40.68463,-73.92996,United States,US,True,flexible,Private room,2006,279,56.0,1.0,25.0
Very quiet two twin beds room 温馨双单人床小屋,40951469311,UNCONFIRMED,Jiali,Queens,Flushing,40.76089,-73.8142,United States,US,False,strict,Private room,2021,1050,210.0,1.0,7.0
Great New York-korea town Shared room,49312759399,VERIFIED,Ruby,Manhattan,Midtown,40.74605,-73.98634,United States,US,True,flexible,Shared room,2020,116,23.0,3.0,1.0
Newly Renovated 2 bedroom in Heart of Times Square,37520240487,UNCONFIRMED,Collin,Manhattan,Hell's Kitchen,40.75548,-73.99513,United States,US,True,strict,Entire home/apt,2022,127,25.0,3.0,11.0
A.Hamilton(for GUYS only),23039614213,UNCONFIRMED,Antony,Brooklyn,Bay Ridge,40.62638,-74.01837,United States,US,False,strict,Shared room,2007,304,61.0,9.0,1.0
"B, Hamilton( For GUYS ONLY)",54032247173,UNCONFIRMED,Antony,Brooklyn,Bay Ridge,40.62703,-74.01952,United States,US,False,moderate,Shared room,2015,1140,228.0,5.0,0.0
Astoria's Retreat 10min away from the city. Prkg,61409820807,VERIFIED,Jackie,Queens,Astoria,40.76683,-73.91435,United States,US,True,moderate,Entire home/apt,2006,175,35.0,1.0,12.0
Cozy Living Room Futon,18854923677,UNCONFIRMED,Preston,Bronx,Pelham Gardens,40.86209,-73.84667,United States,US,True,strict,Shared room,2011,170,34.0,1.0,0.0
Sonder | The Nash | Edgy 1BR + Fitness Center,9292028472,VERIFIED,Sonder (NYC),Manhattan,Murray Hill,40.74693,-73.97582,United States,US,False,flexible,Entire home/apt,2011,663,133.0,29.0,0.0
Master Bed Room With Private Bathroom #1,17464767109,VERIFIED,Jin Sen,Brooklyn,Bushwick,40.68757,-73.90961,United States,US,False,flexible,Private room,2016,998,200.0,1.0,9.0
Spacious UES place. Flexible check-in/out. Subway.,17583490170,UNCONFIRMED,Liz,Manhattan,Upper East Side,40.77712,-73.95164,United States,US,False,moderate,Entire home/apt,2020,1125,225.0,2.0,8.0
Fully renovated brick house floor in Brooklyn,19907591514,UNCONFIRMED,Kevin,Brooklyn,Sunset Park,40.6455,-74.01262,United States,US,False,moderate,Entire home/apt,2005,1014,203.0,1.0,9.0
Private bedroom and bathroom 15 mins from the city,57820281452,VERIFIED,John,Queens,Sunnyside,40.73857,-73.92563,United States,US,False,strict,Private room,2008,734,147.0,1.0,4.0
Big and Bright Room in South Bronx Artist Home!,54330931748,UNCONFIRMED,Karah,Bronx,Longwood,40.81835,-73.91465,United States,US,True,flexible,Private room,2014,214,43.0,3.0,0.0
Red Violet,8389182805,VERIFIED,Denise,Brooklyn,East Flatbush,40.65093,-73.93269,United States,US,False,strict,Private room,2020,819,164.0,3.0,2.0
East Flatbush Charmer,90353087948,VERIFIED,Marsha,Brooklyn,East Flatbush,40.64298,-73.93945,United States,US,True,strict,Private room,2019,476,95.0,2.0,7.0
★ Huge Three Bedroom Centrally Located ★,28372297066,UNCONFIRMED,William,Manhattan,Upper East Side,40.78161,-73.94852,United States,US,False,moderate,Entire home/apt,2004,1013,203.0,1.0,5.0
Contemporary studio in Manhattan,30421989413,VERIFIED,Elena,Manhattan,Upper East Side,40.77932,-73.94547,United States,US,False,strict,Entire home/apt,2003,424,85.0,3.0,4.0
"Quiet, Safe, Clean Room",82696194802,UNCONFIRMED,Leslie,Queens,Flushing,40.75073,-73.82052,United States,US,False,flexible,Private room,2021,275,55.0,1.0,0.0
Empire state building neighbor,29715240052,UNCONFIRMED,Chrissy,Manhattan,Midtown,40.74673,-73.98191,United States,US,True,moderate,Entire home/apt,2014,847,169.0,1.0,4.0
NYC Manhattan Private Room,75399986457,UNCONFIRMED,Claudio,Manhattan,Harlem,40.81548,-73.94556,United States,US,False,strict,Private room,2004,942,188.0,3.0,6.0
NYC Manhattan Private Room! Private Bathroom!!,29892048535,VERIFIED,Claudio,Manhattan,Harlem,40.81693,-73.94562,United States,US,False,strict,Private room,2005,679,136.0,5.0,1.0
I rent out brand new 2br/2bath apt in Chinatown,42154271462,VERIFIED,Stanislav,Manhattan,Chinatown,40.71333,-73.99419,United States,US,True,moderate,Entire home/apt,2011,1184,237.0,2.0,5.0
Room in Astoria - few steps from subway Ditmars,79835711842,VERIFIED,Danilo,Queens,Ditmars Steinway,40.77419,-73.91113,United States,US,True,strict,Private room,2009,546,109.0,2.0,5.0
A space like a home,51735236293,VERIFIED,Judy,Brooklyn,Cypress Hills,40.67959,-73.88302,United States,US,True,flexible,Entire home/apt,2009,73,15.0,2.0,11.0
Apartment,21243164858,VERIFIED,Claudia,Manhattan,Upper West Side,40.79527,-73.96666,United States,US,True,strict,Private room,2021,285,57.0,5.0,1.0
Mi Rincón acogedor!,92324598951,VERIFIED,Alcira,Brooklyn,Bensonhurst,40.61985,-74.00205,United States,US,True,flexible,Private room,2004,795,159.0,5.0,4.0
Tribeca 3.5 Bedroom Loft,92283568091,VERIFIED,Philip,Manhattan,Tribeca,40.71734,-74.00858,United States,US,True,strict,Entire home/apt,2004,309,62.0,7.0,0.0
"Charming, newly renovated prime Park Slope Studio",48294698242,VERIFIED,Cecilia,Brooklyn,Park Slope,40.67428,-73.97559,United States,US,False,strict,Entire home/apt,2019,403,81.0,3.0,4.0
BK Cozy Couch,78608642988,UNCONFIRMED,Karen,Brooklyn,Williamsburg,40.70197,-73.94131,United States,US,True,flexible,Shared room,2022,1030,206.0,3.0,0.0
Williamsburg historic apt. summer sublet!,16845298094,UNCONFIRMED,Jasper,Brooklyn,Williamsburg,40.7153,-73.95333,United States,US,True,flexible,Entire home/apt,2017,1167,233.0,45.0,0.0
ROOM # 3 near to JFK & LGA Airport,42894491578,UNCONFIRMED,Diego,Queens,Richmond Hill,40.68908,-73.83326,United States,US,True,strict,Private room,2010,203,41.0,1.0,12.0
Penthouse with breath taking views of the skyline.,51280426227,UNCONFIRMED,Noreen,Queens,Long Island City,40.74973,-73.94015,United States,US,False,strict,Entire home/apt,2010,1005,201.0,2.0,6.0
Charming One-Bedroom East Village Apartment,10244758269,UNCONFIRMED,Nikolas,Manhattan,East Village,40.72325,-73.98776,United States,US,True,flexible,Entire home/apt,2019,1150,230.0,3.0,4.0
"Nice House, clean space",98276318456,UNCONFIRMED,Andres,Queens,Bayside,40.74966,-73.75328,United States,US,True,strict,Private room,2004,737,147.0,1.0,0.0
NYC  2-bedrooms apartment @ Brooklyn,29094072828,VERIFIED,Artie,Brooklyn,Borough Park,40.64032,-73.99493,United States,US,True,moderate,Entire home/apt,2007,895,179.0,18.0,2.0
Cozy private room 10 min to Columbia Univiersity,73471095291,VERIFIED,Junyi,Manhattan,Upper West Side,40.80378,-73.96619,United States,US,True,flexible,Private room,2021,724,145.0,14.0,1.0
Spacious private bedroom upper manhattan NYC,65490033610,UNCONFIRMED,Gen,Manhattan,Washington Heights,40.85015,-73.93863,United States,US,True,strict,Private room,2012,811,162.0,1.0,11.0
Great location in Hells kitchen,25127957208,VERIFIED,Taylor,Manhattan,Hell's Kitchen,40.7676,-73.98609,United States,US,False,moderate,Private room,2019,269,54.0,5.0,3.0
Comfortable 2 bedroom Condo (Chelsea),44825652932,UNCONFIRMED,Benny,Manhattan,West Village,40.74021,-74.00414,United States,US,False,moderate,Entire home/apt,2010,961,192.0,1.0,10.0
Fantastic 2 Bedroom Apartment,63860469746,UNCONFIRMED,Matt,Manhattan,Kips Bay,40.7432,-73.97703,United States,US,True,flexible,Entire home/apt,2004,344,69.0,1.0,4.0
"Jfk min away. Welcome to the beach! Fun,sand,surf",92773145666,VERIFIED,Sata,Queens,Far Rockaway,40.60412,-73.75163,United States,US,False,strict,Private room,2013,554,111.0,2.0,0.0
Bedroom w full kitchen & living room - no stairs!,9613936389,UNCONFIRMED,Ben,Brooklyn,Williamsburg,40.70992,-73.94698,United States,US,True,moderate,Private room,2013,171,34.0,1.0,4.0
"2 Bedroom, sleeps 6, Luxury apt, outside of NYC!",85507398457,UNCONFIRMED,Nicholas,Brooklyn,Greenpoint,40.73339,-73.95271,United States,US,False,moderate,Entire home/apt,2014,575,115.0,1.0,2.0
2 Bedrooms and a Comfy Couch On Washington,24008637078,UNCONFIRMED,Cathleen,Brooklyn,Crown Heights,40.67882,-73.96267,United States,US,True,moderate,Private room,2020,398,80.0,2.0,0.0
Large Renovated 2 br Apt called Home Crown Heights,40776927127,UNCONFIRMED,Sara,Brooklyn,Crown Heights,40.67266,-73.92423,United States,US,True,strict,Entire home/apt,2004,729,146.0,10.0,0.0
Times Square Hidden Gem 2 Bedroom Apartment,85244068852,VERIFIED,Angel,Manhattan,Hell's Kitchen,40.76273,-73.99192,United States,US,True,strict,Entire home/apt,2018,371,74.0,1.0,9.0
Amazing Apartment infront of Williamsburg Bridge!,2566368399,VERIFIED,Sophia,Brooklyn,Williamsburg,40.71289,-73.96603,United States,US,True,flexible,Entire home/apt,2004,233,47.0,2.0,3.0
NYC Lux. Condo,39464956714,VERIFIED,Jason,Staten Island,New Springville,40.58111,-74.15933,United States,US,False,moderate,Entire home/apt,2020,471,94.0,2.0,0.0
Beautiful Manhattan TOWNHOUSE APARTMENT w Deck,20243520482,VERIFIED,Clint,Manhattan,Washington Heights,40.83515,-73.94178,United States,US,False,moderate,Entire home/apt,2009,725,145.0,3.0,9.0
Brooklyn Brownstone (Private Room),66568655793,UNCONFIRMED,Joanna,Brooklyn,East Flatbush,40.64359,-73.94821,United States,US,True,strict,Private room,2009,1198,240.0,2.0,3.0
"Private, 2-story apartment, near the Highline",94686579385,UNCONFIRMED,Nawar,Manhattan,Chelsea,40.74475,-74.00108,United States,US,True,moderate,Entire home/apt,2006,560,112.0,7.0,3.0
"Nice 3Beds/2bedroom Apartment, 5min TIME SQUARE.",84185125873,UNCONFIRMED,Gary,Manhattan,Hell's Kitchen,40.76515,-73.98586,United States,US,True,moderate,Entire home/apt,2005,1127,225.0,1.0,1.0
Chilling in Brooklyn in a cool culture vibe,89671889450,UNCONFIRMED,Irma,Brooklyn,Brownsville,40.66242,-73.90128,United States,US,False,moderate,Private room,2007,550,110.0,2.0,0.0
[Special Price] Have a nice trip with my room!,15204832875,UNCONFIRMED,Luke,Manhattan,Harlem,40.8125,-73.95305,United States,US,True,moderate,Private room,2013,1157,231.0,1.0,3.0
Great 3Bedroom Apt in Stunning Location,3764190200,VERIFIED,Zara,Manhattan,Chelsea,40.74895,-73.99652,United States,US,False,flexible,Entire home/apt,2017,443,89.0,14.0,3.0
Bedstuy Cozy Room with Private Bathroom,9271626714,UNCONFIRMED,Kia,Brooklyn,Bedford-Stuyvesant,40.68977,-73.95482,United States,US,True,moderate,Private room,2006,1185,237.0,1.0,14.0
"Private, Cozy Escape! Near all!",31343743199,VERIFIED,Marina,Staten Island,Midland Beach,40.57568,-74.09522,United States,US,True,moderate,Entire home/apt,2017,957,191.0,2.0,2.0
2 Bedroom Empire State Building Apartment,81399564156,UNCONFIRMED,Rovena,Manhattan,Murray Hill,40.74553,-73.97699,United States,US,True,moderate,Entire home/apt,2010,1087,217.0,1.0,8.0
Beautiful Studio in the heart of Williamsburg,33899251053,UNCONFIRMED,Brisa,Brooklyn,Williamsburg,40.71456,-73.94326,United States,US,False,moderate,Entire home/apt,2007,782,156.0,1.0,9.0
Top floor West Village apartment with city views,71979080101,VERIFIED,Monica,Manhattan,West Village,40.73521,-74.00528,United States,US,True,flexible,Entire home/apt,2015,915,183.0,2.0,4.0
Single Bedroom around Columbia University,84918021418,VERIFIED,Yiwei,Manhattan,Upper West Side,40.80249,-73.96729,United States,US,True,flexible,Private room,2011,1096,219.0,3.0,3.0
MIN WALK TO TRAIN/STORES/FOOD PLACES/NEAR HOSPITAL,1015963774,VERIFIED,Maria,Staten Island,Grant City,40.57801,-74.10869,United States,US,False,strict,Private room,2003,326,65.0,21.0,0.0
One little beautiful room in an 3bedroom apartment,94794122993,UNCONFIRMED,Basil Walker,Bronx,Longwood,40.82654,-73.90516,United States,US,True,moderate,Private room,2020,385,77.0,2.0,7.0
Great home for the summer ONLY,58897805800,VERIFIED,Adriana,Bronx,Highbridge,40.83149,-73.92766,United States,US,True,moderate,Entire home/apt,2021,674,135.0,40.0,0.0
"3BR Apartment in Bushwick, 1 min to Train!",71401183309,UNCONFIRMED,Terly,Queens,Ridgewood,40.69526,-73.90263,United States,US,False,moderate,Entire home/apt,2020,975,195.0,7.0,2.0
Heart of SoHo: Spring Street 3 Bed Loft,56808330332,UNCONFIRMED,Renee & Roscoe,Manhattan,SoHo,40.72249,-73.99758,United States,US,True,moderate,Entire home/apt,2016,787,157.0,4.0,5.0
Bright Furnished Room in Midtown East!,35118997224,UNCONFIRMED,Peter,Manhattan,Midtown,40.75514,-73.96773,United States,US,False,flexible,Private room,2019,529,106.0,60.0,0.0
Manhattan Tourists' warm home 3,51595594971,VERIFIED,Yu,Manhattan,Midtown,40.75843,-73.97053,United States,US,False,flexible,Private room,2009,899,180.0,7.0,9.0
New renovated a comfortable apartment in manhattan,9191437501,VERIFIED,Owen,Manhattan,East Harlem,40.80078,-73.94335,United States,US,False,strict,Shared room,2009,730,146.0,1.0,5.0
Gracious Art-Deco 2 Bed Home on Tree-lined street,87913145484,VERIFIED,Alissandra,Manhattan,Upper East Side,40.77116,-73.94774,United States,US,False,flexible,Entire home/apt,2013,1036,207.0,4.0,9.0
Brooklyn Townhouse Apartment with Outdoor Space,4732610383,UNCONFIRMED,Suzen,Brooklyn,Bedford-Stuyvesant,40.67797,-73.91818,United States,US,False,moderate,Entire home/apt,2014,299,60.0,3.0,2.0
Spacious 3 bedroom duplex with private backyard,69431200336,UNCONFIRMED,Caroline,Brooklyn,Crown Heights,40.67167,-73.94015,United States,US,True,moderate,Entire home/apt,2004,841,168.0,30.0,0.0
Williamsburg big studio,61452391761,UNCONFIRMED,Andrea,Brooklyn,Williamsburg,40.71925,-73.94293,United States,US,True,moderate,Entire home/apt,2011,391,78.0,7.0,1.0
Huge Williamsburg Studio with Private Terrace,47240485891,VERIFIED,Christian,Brooklyn,Williamsburg,40.71186,-73.96575,United States,US,False,flexible,Entire home/apt,2009,500,100.0,3.0,4.0
Bright and Sunny SoHo Gem,26944288200,UNCONFIRMED,Adelaide,Manhattan,SoHo,40.72301,-74.00229,United States,US,True,strict,Entire home/apt,2011,786,157.0,4.0,4.0
Amazing Cozy 2 Bedroom | Heart of Lower Manhattan!,12725297360,VERIFIED,Laura,Manhattan,Chinatown,40.713,-73.99645,United States,US,True,flexible,Entire home/apt,2021,224,45.0,2.0,5.0
BedStuy Penthouse Duplex 1BR,71388285451,UNCONFIRMED,Robert,Brooklyn,Bedford-Stuyvesant,40.68417,-73.95343,United States,US,True,moderate,Entire home/apt,2017,171,34.0,30.0,1.0
Entire sunny apartment in Crown Heights,83276291137,VERIFIED,Sebastián,Brooklyn,Crown Heights,40.67058,-73.95347,United States,US,False,flexible,Entire home/apt,2013,656,131.0,6.0,0.0
"Comfort Room in Downtown New York, Chinatown, Soho",38250276869,UNCONFIRMED,Cherry,Manhattan,Chinatown,40.71672,-73.99553,United States,US,False,flexible,Private room,2007,840,168.0,1.0,0.0
Magnificent Penthouse Suite in Midtown Manhattan,3821544217,UNCONFIRMED,Arlen,Manhattan,Midtown,40.76459,-73.98167,United States,US,False,moderate,Private room,2015,367,73.0,2.0,0.0
Luxury for Single Traveler,41507690815,VERIFIED,Rj,Manhattan,Financial District,40.70599,-74.00515,United States,US,True,flexible,Entire home/apt,2020,576,115.0,7.0,2.0
3 Bedroom Loft Like Unit 5 minutes from train,17321378778,VERIFIED,Saf,Brooklyn,Gravesend,40.59145,-73.98546,United States,US,True,strict,Entire home/apt,2011,1000,200.0,3.0,4.0
Brooklyn artist studio,98370186850,VERIFIED,Andres,Brooklyn,Crown Heights,40.67259,-73.9525,United States,US,True,strict,Entire home/apt,2017,760,152.0,2.0,9.0
Greenpoint - Sun Filled Room in Unique Loft Space,33166444020,VERIFIED,Alex,Brooklyn,Greenpoint,40.72563,-73.95656,United States,US,True,flexible,Private room,2006,1137,227.0,2.0,15.0
Hamilton Heights sanctuary,46904773411,UNCONFIRMED,Michele,Manhattan,Harlem,40.82672,-73.94948,United States,US,False,strict,Private room,2009,1050,210.0,10.0,0.0
Charming Room In Little Italy,59506730356,VERIFIED,Brooke,Manhattan,Little Italy,40.71815,-73.99756,United States,US,False,moderate,Private room,2016,85,17.0,30.0,0.0
Sonder | 116 John | Cozy 1BR + Gym,16671045791,UNCONFIRMED,Sonder (NYC),Manhattan,Financial District,40.70808,-74.00561,United States,US,True,flexible,Entire home/apt,2011,846,169.0,29.0,0.0
Little Italy Room,71068465328,UNCONFIRMED,Brooke,Manhattan,Little Italy,40.71786,-73.9979,United States,US,False,moderate,Private room,2005,855,171.0,30.0,0.0
"Mi casa es tu casa, Habitación 1",23664626701,UNCONFIRMED,Valentina,Queens,Woodside,40.7432,-73.90304,United States,US,False,moderate,Private room,2013,737,147.0,1.0,16.0
"Great location, private bedroom with two windows.",47026471510,UNCONFIRMED,Daria,Brooklyn,Brighton Beach,40.57541,-73.96028,United States,US,False,flexible,Private room,2004,883,177.0,2.0,6.0
Private Room in East Williamsburg - Clean & Comfy!,29625003585,UNCONFIRMED,Susan,Brooklyn,Williamsburg,40.71466,-73.9378,United States,US,True,strict,Private room,2010,677,135.0,1.0,1.0
"Large room close to Metro ,20min  to TQ",96152331369,UNCONFIRMED,Nam,Queens,Sunnyside,40.73898,-73.9212,United States,US,True,strict,Private room,2009,568,114.0,2.0,6.0
1 BD Apt in Luxury Building -  Crown Heights NYC,83288432828,VERIFIED,Stephanie,Brooklyn,Crown Heights,40.67708,-73.95489,United States,US,False,strict,Entire home/apt,2003,749,150.0,7.0,1.0
Clean Room in Upper West Side Near Columbia Uni,30434020695,VERIFIED,Jk,Manhattan,Morningside Heights,40.80436,-73.96512,United States,US,True,flexible,Private room,2017,604,121.0,2.0,11.0
2BR in Bushwick! 20 min to Manhattan!,56093972333,VERIFIED,Veronika,Queens,Ridgewood,40.70805,-73.91535,United States,US,False,strict,Entire home/apt,2013,240,48.0,7.0,0.0
Cozy Private Bedroom,10150956793,VERIFIED,Hugo,Manhattan,Upper West Side,40.80168,-73.96143,United States,US,True,strict,Private room,2015,456,91.0,1.0,9.0
Bedroom,47730111640,VERIFIED,Vicky,Queens,Flushing,40.74265,-73.8231,United States,US,False,moderate,Private room,2020,850,170.0,1.0,0.0
Sonder | 116 John | Spacious 1BR + Gym,97227068488,UNCONFIRMED,Sonder (NYC),Manhattan,Financial District,40.70685,-74.00698,United States,US,False,moderate,Entire home/apt,2005,743,149.0,29.0,0.0
Sonder | 116 John | Modern Studio + Gym,71238538524,UNCONFIRMED,Sonder (NYC),Manhattan,Financial District,40.70825,-74.00482,United States,US,True,moderate,Entire home/apt,2007,933,187.0,29.0,1.0
South Bronx Suite,53600627043,UNCONFIRMED,Carol,Bronx,Mott Haven,40.81305,-73.91655,United States,US,True,moderate,Entire home/apt,2010,896,179.0,3.0,5.0
Columbia campus 2 bedrooms apartment,77377356153,UNCONFIRMED,Sandra,Manhattan,Morningside Heights,40.808,-73.96643,United States,US,True,flexible,Entire home/apt,2017,321,64.0,1.0,0.0
Manhattan Private Room & Bathroom,50623684136,UNCONFIRMED,Elle,Queens,Astoria,40.76149,-73.9203,United States,US,True,flexible,Private room,2022,238,48.0,7.0,0.0
